state_code,district_code,district_name,confirmed_cases,deceased_cases,recovered_cases,active_cases,population,delta_confirmed,delta_deceased,delta_recovered,delta_confirmed_7,delta_deceased_7,delta_recovered_7
TG,Warangal Urban,,0,0,0,0,1135707,0,0,0,0,0,0
TG,Yadadri Bhuvanagiri,,0,0,0,0,726465,0,0,0,0,0,0
TN,Airport Quarantine,,2113,2,2107,4,0,0,0,0,1,0,1
TN,Ariyalur,,16854,261,16548,45,752481,5,0,3,35,1,44
TN,Chengalpattu,,171777,2506,168327,944,2556244,83,2,93,627,5,706
TN,Chennai,,554672,8546,544701,1425,7100000,118,4,143,880,12,1093
TN,Coimbatore,,246780,2416,243070,1294,3472578,120,1,126,869,15,988
TN,Cuddalore,,64085,867,62997,221,2600880,16,0,18,129,0,132
TN,Dharmapuri,,28425,274,27957,194,1502900,16,0,21,110,1,161
TN,Dindigul,,33099,645,32348,106,2161367,9,0,7,58,1,51
TN,Erode,,104303,686,102836,781,2259608,68,2,94,477,4,573
TN,Kallakurichi,,31364,210,31056,98,1370281,14,0,23,66,0,118
TN,Kancheepuram,,74970,1258,73386,326,1166401,30,0,37,225,2,259
TN,Kanyakumari,,62362,1048,61112,202,1863178,17,0,12,120,0,102
TN,Karur,,24091,356,23523,212,1076588,20,0,16,136,1,90
TN,Krishnagiri,,43570,348,43036,186,1883731,16,0,19,134,1,160
TN,Madurai,,75215,1172,73853,190,3991038,13,0,17,99,3,122
TN,Mayiladuthurai,,23280,316,22878,86,901000,3,0,10,41,0,80
TN,Nagapattinam,,21074,346,20561,167,1614069,16,1,20,97,10,121
TN,Namakkal,,52245,498,51253,494,1721179,43,0,51,315,2,397
TN,Nilgiris,,33566,212,33164,190,735071,20,2,25,124,3,220
TN,Perambalur,,12067,243,11790,34,564511,2,0,5,26,0,27
TN,Pudukkottai,,30183,416,29627,140,1918725,12,0,8,75,2,68
TN,Railway Quarantine,,428,0,428,0,0,0,0,0,0,0,0
TN,Ramanathapuram,,20564,357,20158,49,1337560,3,0,6,25,0,55
TN,Ranipet,,43436,775,42557,104,1210277,14,0,14,69,2,73
TN,Salem,,99893,1685,97619,589,3480008,62,1,67,427,3,442
TN,Sivaganga,,20195,206,19854,135,1341250,13,0,9,82,0,78
TN,Tenkasi,,27357,484,26834,39,1407627,4,0,4,25,0,14
TN,Thanjavur,,75352,972,73874,506,2402781,37,0,59,310,6,428
TN,Theni,,43571,521,43018,32,1243684,1,1,5,15,1,23
TN,Thiruvallur,,119370,1842,117138,390,3725697,28,0,55,252,3,396
TN,Thiruvarur,,41461,442,40760,259,1268094,23,2,22,170,5,253
TN,Thoothukkudi,,56304,409,55757,138,1738376,11,1,9,85,1,90
TN,Tiruchirappalli,,77534,1059,76038,437,2713858,37,0,49,302,5,334
TN,Tirunelveli,,49374,432,48812,130,1665253,11,1,13,93,1,125
TN,Tirupathur,,29301,625,28600,76,1111812,10,0,8,50,0,66
TN,Tiruppur,,95405,979,93683,743,2471222,69,1,53,504,5,537
TN,Tiruvannamalai,,54968,667,54122,179,2468965,18,0,28,120,0,158
TN,Vellore,,49864,1131,48564,169,1614242,12,0,15,117,1,139
TN,Viluppuram,,45857,356,45382,119,2093003,10,0,11,79,1,83
TN,Virudhunagar,,46294,548,45687,59,1943309,5,0,8,38,0,45
TR,Dhalai,,7037,35,7000,2,377988,0,0,0,1,0,2
TR,Gomati,,8134,74,8043,17,436868,0,0,0,8,0,3
TR,Khowai,,4559,54,4500,5,327391,2,0,0,3,0,0
TR,North Tripura,,7250,34,7199,17,415946,2,0,0,4,0,8
TR,Sipahijala,,6360,75,6273,12,484233,0,0,0,8,0,4
TR,South Tripura,,10168,53,10104,11,433737,1,0,0,4,0,1
TR,Unokoti,,8609,68,8530,11,277335,1,0,0,4,0,3
TR,West Tripura,,32351,420,31817,114,917534,6,0,2,55,0,41
UP,Agra,,25765,457,25308,0,4380793,0,0,0,0,0,2
UP,Aligarh,,21280,108,21172,0,3673849,0,0,0,0,0,0
UP,Ambedkar Nagar,,5040,152,4885,3,2398709,0,0,0,1,0,0
UP,Amethi,,9972,143,9828,1,2549935,0,0,0,0,0,2
UP,Amroha,,16616,203,16412,1,1838771,0,0,0,0,0,0
UP,Auraiya,,10090,203,9887,0,1372287,0,0,0,0,0,0
UP,Ayodhya,,16919,290,16629,0,2468371,0,0,0,0,0,1
UP,Azamgarh,,17906,228,17675,3,4616509,0,0,0,2,0,0
UP,Baghpat,,9132,141,8991,0,1302156,0,0,0,0,0,0
UP,Bahraich,,11549,178,11371,0,2384239,0,0,0,0,0,0
UP,Ballia,,21610,234,21376,0,3223642,0,0,0,0,0,0
UP,Balrampur,,7494,138,7354,2,2149066,1,0,0,2,0,0
UP,Banda,,10992,158,10832,2,1799541,0,0,0,1,0,0
UP,Barabanki,,19850,225,19624,1,3257983,0,0,0,1,0,0
UP,Bareilly,,44028,377,43650,1,4465344,0,0,0,1,0,1
UP,Basti,,11717,330,11385,2,2461056,1,0,0,2,0,0
UP,Bhadohi,,7720,163,7557,0,1554203,0,0,0,0,0,1
UP,Bijnor,,14794,126,14668,0,3683896,0,0,0,0,0,0
UP,Budaun,,14941,98,14843,0,3712738,0,0,0,0,0,0
UP,Bulandshahr,,20215,243,19972,0,3498507,0,0,0,0,1,0
UP,Chandauli,,16208,356,15852,0,1952713,0,0,0,0,0,1
UP,Chitrakoot,,7110,79,7031,0,990626,0,0,0,0,0,0
UP,Deoria,,20223,220,20003,0,3098637,0,0,0,0,0,0
UP,Etah,,9968,99,9868,1,1761152,0,0,0,0,0,0
UP,Etawah,,13933,293,13640,0,1579160,0,0,0,0,0,0
UP,Farrukhabad,,10348,194,10153,1,1887577,0,0,0,1,0,0
UP,Fatehpur,,6814,139,6674,1,2632684,0,0,0,1,0,0
UP,Firozabad,,8720,135,8585,0,2496761,0,0,0,0,0,0
UP,Gautam Buddha Nagar,,63353,467,62876,10,1674714,1,0,2,6,0,13
UP,Ghaziabad,,55673,461,55207,5,4661452,1,0,0,3,0,2
UP,Ghazipur,,21641,282,21359,0,3622727,0,0,0,0,0,2
UP,Gonda,,12282,266,12016,0,3431386,0,0,0,0,0,0
UP,Gorakhpur,,59439,848,58588,3,4436275,0,0,1,1,0,4
UP,Hamirpur,,5232,102,5130,0,1104021,0,0,0,0,0,0
UP,Hapur,,12638,217,12421,0,1338211,0,0,0,0,0,2
UP,Hardoi,,13755,349,13406,0,4091380,0,0,0,0,0,0
UP,Hathras,,2920,43,2877,0,1565678,0,0,0,0,0,0
UP,Jalaun,,11687,202,11482,3,1670718,0,0,0,3,0,0
UP,Jaunpur,,22584,235,22349,0,4476072,0,0,0,0,0,2
UP,Jhansi,,36556,663,35892,1,2000755,1,0,0,1,0,0
UP,Kannauj,,9231,114,9115,2,1658005,0,0,0,0,0,0
UP,Kanpur Dehat,,6197,110,6087,0,1795092,0,0,0,0,0,0
UP,Kanpur Nagar,,82933,1905,81024,4,4572951,0,0,0,3,0,1
UP,Kasganj,,4250,53,4197,0,1438156,0,0,0,0,0,0
UP,Kaushambi,,4424,70,4353,1,1596909,0,0,0,1,0,0
UP,Kushinagar,,15617,228,15389,0,3560830,0,0,0,0,0,0
UP,Lakhimpur Kheri,,24410,292,24117,1,4013634,0,0,0,1,0,0
UP,Lalitpur,,12742,128,12613,1,1218002,0,0,0,1,0,0
UP,Lucknow,,238839,2651,236165,23,4588455,0,0,0,10,0,10
UP,Maharajganj,,12440,140,12300,0,2665292,0,0,0,0,0,0
UP,Mahoba,,4268,86,4182,0,876055,0,0,0,0,0,0
UP,Mainpuri,,10028,182,9846,0,1847194,0,0,0,0,0,0
UP,Mathura,,20297,402,19893,2,2541894,0,0,0,1,0,1
UP,Mau,,8333,80,8252,1,2205170,0,0,0,1,0,1
UP,Meerut,,69480,898,68567,15,3447405,1,0,0,13,0,3
UP,Mirzapur,,11088,116,10972,0,2494533,0,0,1,0,0,1
UP,Moradabad,,39102,349,38752,1,4773138,0,0,1,0,0,1
UP,Muzaffarnagar,,31009,269,30737,3,4138605,0,0,0,1,0,0
UP,Pilibhit,,11032,193,10838,1,2037225,0,0,0,0,0,0
UP,Pratapgarh,,16038,163,15875,0,3173752,0,0,0,0,0,0
UP,Prayagraj,,78699,1088,77609,2,5959798,0,0,1,1,0,6
UP,Rae Bareli,,17104,343,16761,0,3404004,0,0,0,0,0,0
UP,Rampur,,11826,148,11676,2,2335398,0,0,0,2,0,0
UP,Saharanpur,,32730,420,32309,1,3464228,0,0,0,0,0,0
UP,Sambhal,,9438,106,9331,1,2217020,0,0,0,0,0,0
UP,Sant Kabir Nagar,,8159,98,8061,0,1714300,0,0,0,0,0,0
UP,Shahjahanpur,,20361,444,19916,1,3002376,0,0,0,0,0,0
UP,Shamli,,12976,45,12931,0,1274815,0,0,0,0,0,0
UP,Shrawasti,,4388,35,4353,0,1114615,0,0,0,0,0,0
UP,Siddharthnagar,,9373,100,9273,0,2553526,0,0,0,0,0,0
UP,Sitapur,,12398,185,12211,2,4474446,0,0,0,0,0,0
UP,Sonbhadra,,16807,251,16556,0,1862612,0,0,0,0,0,0
UP,Sultanpur,,14915,138,14777,0,3790922,0,0,0,0,0,0
UP,Unnao,,15011,254,14757,0,3110595,0,0,0,0,0,0
UP,Varanasi,,85501,971,84528,2,3682194,0,0,0,2,0,1
UT,Almora,,12190,196,11378,616,621927,0,0,0,7,0,7
UT,Bageshwar,,5764,60,5678,26,259840,0,0,0,1,0,0
UT,Chamoli,,12242,62,11972,208,391114,0,0,0,4,0,4
UT,Champawat,,7603,53,7358,192,259315,1,0,0,3,0,0
UT,Dehradun,,112363,3521,108137,705,1698560,3,0,4,30,0,24
UT,Haridwar,,51498,1019,49096,1383,1927029,1,0,0,10,1,8
UT,Nainital,,39232,944,38140,148,955128,0,0,3,10,0,14
UT,Pauri Garhwal,,17686,315,16668,703,686527,0,0,0,3,0,5
UT,Pithoragarh,,10260,181,9962,117,485993,0,0,1,3,0,6
UT,Rudraprayag,,8800,106,8535,159,236857,0,0,1,0,0,3
UT,Tehri Garhwal,,15835,108,14827,900,616409,0,0,0,0,0,0
UT,Udham Singh Nagar,,37875,761,36315,799,1648367,0,0,0,0,0,3
UT,Uttarkashi,,12548,74,12129,345,329686,0,0,0,4,0,0
WB,Alipurduar,,15589,102,15441,46,1700000,4,0,5,31,0,35
WB,Bankura,,36313,274,35839,200,3596292,30,0,21,161,1,133
WB,Birbhum,,41197,286,40727,184,3502387,20,0,20,176,0,102
WB,Cooch Behar,,29275,97,29060,118,2822780,10,0,13,77,0,93
WB,Dakshin Dinajpur,,17889,170,17573,146,1670931,14,0,16,111,1,108
WB,Darjeeling,,57143,539,56326,278,1842034,23,0,31,189,1,214
WB,Hooghly,,86300,990,84650,660,5520389,58,0,74,472,2,497
WB,Howrah,,98757,1524,96567,666,4841638,73,0,73,518,2,473
WB,Jalpaiguri,,41982,572,41256,154,3869675,16,1,17,102,6,120
WB,Jhargram,,12135,27,12063,45,1136548,3,0,5,25,0,39
WB,Kalimpong,,7036,54,6950,32,251642,2,0,4,18,0,28
WB,Kolkata,,322541,5152,315146,2243,4486679,274,6,244,1843,25,1553
WB,Malda,,33406,186,33121,99,3997970,32,0,8,77,0,51
WB,Murshidabad,,33993,328,33605,60,7102430,5,0,8,48,1,40
WB,Nadia,,73333,859,72054,420,5168488,31,1,48,302,8,326
WB,North 24 Parganas,,329257,4833,323097,1327,10082852,144,6,147,1066,27,961
WB,Other State,,66,3,63,0,0,0,0,0,0,0,0
WB,Paschim Bardhaman,,57778,356,57184,238,2882031,32,0,25,213,1,149
WB,Paschim Medinipur,,53581,507,52820,254,5094238,26,0,28,181,1,198
WB,Purba Bardhaman,,42005,198,41588,219,4835532,16,0,25,147,2,176
WB,Purba Medinipur,,63098,397,62549,152,4417377,16,0,17,94,1,120
WB,Purulia,,19419,113,19283,23,2927965,2,0,3,17,0,21
WB,South 24 Parganas,,100957,1336,98950,671,8153176,75,1,74,542,5,470
WB,Uttar Dinajpur,,19858,238,19559,61,3000849,8,0,7,43,2,46
